A	Coef.KO - WT	Coef.WT - KO	t.KO - WT	t.WT - KO	p.value.KO - WT	p.value.WT - KO	p.value.adj.KO - WT	p.value.adj.WT - KO	F	F.p.value
MIF	1.8779641	-0.05664167	0.05664167	-0.1412621	0.1412621	0.8966011213	0.8966011213	1	1	0.019955	0.8966011213
MMAB	-0.9313277	0.26029424	-0.26029424	0.1942629	-0.1942629	0.8583609095	0.8583609095	0.99797892651	0.99797892651	0.0377381	0.8583609095
MPDU1	-2.1961135	-0.13834583	0.13834583	-0.0851689	0.0851689	0.9374840905	0.9374840905	1	1	0.0072537	0.9374840905
MPZL1	1.0560922	0.41388446	-0.41388446	0.2220628	-0.2220628	0.8385007308	0.8385007308	0.99797892651	0.99797892651	0.0493119	0.8385007308
MRC2	-0.5257189	3.4791351	-3.4791351	3.2766386	-3.2766386	0.0464297591	0.0464297591	0.77397218933	0.77397218933	10.7363608	0.0464297591
MTPN	0.5982799	2.6312286	-2.6312286	3.0845088	-3.0845088	0.0538238442	0.0538238442	0.77397218933	0.77397218933	9.5141943	0.0538238442
MYEF2	-3.3219281	0	0	0	0	1	1	1	1	0	1
MYH9	5.396234	-0.04851003	0.04851003	-0.1452382	0.1452382	0.8937174248	0.8937174248	1	1	0.0210941	0.8937174248
MYL12B	-0.3938166	1.74293956	-1.74293956	1.6660919	-1.6660919	0.1941308058	0.1941308058	0.77397218933	0.77397218933	2.7758621	0.1941308058
MYL6	0.902506	-1.33038845	1.33038845	-1.0929046	1.0929046	0.3542191031	0.3542191031	0.77397218933	0.77397218933	1.1944406	0.3542191031
MYO1B	-1.5732859	-1.28266564	1.28266564	-1.1102843	1.1102843	0.3477408823	0.3477408823	0.77397218933	0.77397218933	1.2327311	0.3477408823
NACA	-1.5517387	-0.93578497	0.93578497	-0.4542185	0.4542185	0.6804722085	0.6804722085	0.93680617401	0.93680617401	0.2063144	0.6804722085
NACAD	-1.9811957	-0.29148971	0.29148971	-0.151376	0.151376	0.8892703098	0.8892703098	1	1	0.0229147	0.8892703098
NCAM1	2.6694946	0.77888179	-0.77888179	1.6465572	-1.6465572	0.1980492321	0.1980492321	0.77397218933	0.77397218933	2.7111506	0.1980492321
NCAM2	4.2337136	0.42427385	-0.42427385	1.0193975	-1.0193975	0.3829436767	0.3829436767	0.77397218933	0.77397218933	1.0391714	0.3829436767
NCL	0.470717	-0.5847289	0.5847289	-0.1939925	0.1939925	0.8585547891	0.8585547891	0.99797892651	0.99797892651	0.0376331	0.8585547891
NCSTN	2.8097575	0.18380681	-0.18380681	0.4777627	-0.4777627	0.6654197162	0.6654197162	0.92707178023	0.92707178023	0.2282572	0.6654197162
NECTIN1	-1.2392856	1.49861834	-1.49861834	1.2823075	-1.2823075	0.2897036597	0.2897036597	0.77397218933	0.77397218933	1.6443124	0.2897036597
NECTIN2	0.0643993	-0.77077818	0.77077818	-0.4408439	0.4408439	0.6891133606	0.6891133606	0.93680617401	0.93680617401	0.1943434	0.6891133606
NEFL	-2.5898752	-1.46410581	1.46410581	-1.183109	1.183109	0.3218524107	0.3218524107	0.77397218933	0.77397218933	1.3997469	0.3218524107
NEFM	0.106033	-3.72229576	3.72229576	-3.9131213	3.9131213	0.0295694365	0.0295694365	0.77397218933	0.77397218933	15.3125187	0.0295694365
NFASC	-0.6387309	0.15720701	-0.15720701	0.0807917	-0.0807917	0.9406875299	0.9406875299	1	1	0.0065273	0.9406875299
NIPSNAP1	-1.7973939	0.93578497	-0.93578497	0.6263683	-0.6263683	0.5754256196	0.5754256196	0.8772079657	0.8772079657	0.3923372	0.5754256196
NLGN2	-2.001126	1.5849625	-1.5849625	1.9478893	-1.9478893	0.1464199272	0.1464199272	0.77397218933	0.77397218933	3.7942728	0.1464199272
NME1-NME2	4.1555218	0.32660782	-0.32660782	0.729426	-0.729426	0.5184503482	0.5184503482	0.84353926121	0.84353926121	0.5320623	0.5184503482
NONO	-1.4264506	-0.65732854	0.65732854	-0.242457	0.242457	0.8240318837	0.8240318837	0.99797892651	0.99797892651	0.0587854	0.8240318837
NOP56	-2.2743611	1.03849241	-1.03849241	1.1450529	-1.1450529	0.3351309227	0.3351309227	0.77397218933	0.77397218933	1.3111461	0.3351309227
NOTCH2	-2.5898752	1.46410581	-1.46410581	1.9844842	-1.9844842	0.1412839202	0.1412839202	0.77397218933	0.77397218933	3.9381776	0.1412839202
NPEPPS	2.5332621	0.09459766	-0.09459766	0.22719	-0.22719	0.8348547761	0.8348547761	0.99797892651	0.99797892651	0.0516153	0.8348547761
NPM1	2.0083713	0.02777613	-0.02777613	0.0544424	-0.0544424	0.9600000476	0.9600000476	1	1	0.002964	0.9600000476
NPTN	1.6787106	-0.19178038	0.19178038	-0.5908112	0.5908112	0.5961386103	0.5961386103	0.88910884543	0.88910884543	0.3490578	0.5961386103
NRCAM	3.7835828	0.79688626	-0.79688626	1.8106947	-1.8106947	0.1677177354	0.1677177354	0.77397218933	0.77397218933	3.2786153	0.1677177354
NTRK2	-1.3152131	-0.87980343	0.87980343	-0.8828924	0.8828924	0.4422107816	0.4422107816	0.79174069086	0.79174069086	0.779499	0.4422107816
NUCB1	-3.3219281	0	0	0	0	1	1	1	1	0	1
NUDC	0.3627783	-0.43549323	0.43549323	-0.1535864	0.1535864	0.8876701154	0.8876701154	1	1	0.0235888	0.8876701154
NUP43	-2.3497798	-1.94429667	1.94429667	-1.8314282	1.8314282	0.1642792716	0.1642792716	0.77397218933	0.77397218933	3.3541294	0.1642792716
NUP50	-0.6036554	0.22735795	-0.22735795	0.6752101	-0.6752101	0.5478504199	0.5478504199	0.86126034479	0.86126034479	0.4559087	0.5478504199
NUP54	-1.9885948	0	0	0	0	1	1	1	1	0	1
OLA1	-2.001126	-0.52832083	0.52832083	-0.2771312	0.2771312	0.7996496913	0.7996496913	0.99797892651	0.99797892651	0.0768017	0.7996496913
OPA1	-1.8091255	-0.91232186	0.91232186	-0.5297402	0.5297402	0.6329344446	0.6329344446	0.90280215386	0.90280215386	0.2806247	0.6329344446
OSBPL8	-1.3022127	1.20747907	-1.20747907	1.3878952	-1.3878952	0.2591405796	0.2591405796	0.77397218933	0.77397218933	1.926253	0.2591405796
P4HB	0.304981	1.81727281	-1.81727281	1.462141	-1.462141	0.2397224941	0.2397224941	0.77397218933	0.77397218933	2.1378564	0.2397224941
PA2G4	-2.9349401	0.77397603	-0.77397603	1.0907978	-1.0907978	0.3550124416	0.3550124416	0.77397218933	0.77397218933	1.1898399	0.3550124416
PABPC1	0.8096099	-1.29012157	1.29012157	-0.9575731	0.9575731	0.4088115196	0.4088115196	0.77498583545	0.77498583545	0.9169463	0.4088115196
PAFAH1B2	-3.3219281	0	0	0	0	1	1	1	1	0	1
PAICS	2.2096342	-0.46141562	0.46141562	-0.6071447	0.6071447	0.5865578803	0.5865578803	0.88618484947	0.88618484947	0.3686246	0.5865578803
PARK7	-0.7860691	5.07171792	-5.07171792	8.527031	-8.527031	0.0033664379	0.0033664379	0.33568195051	0.33568195051	72.7102571	0.0033664379
PCBP1	2.4151135	-0.4904297	0.4904297	-1.291646	1.291646	0.2868534001	0.2868534001	0.77397218933	0.77397218933	1.6683493	0.2868534001
PCBP2	0.335793	-0.22799084	0.22799084	-0.0827185	0.0827185	0.9392772168	0.9392772168	1	1	0.0068424	0.9392772168
PCMT1	2.233157	0.13074824	-0.13074824	0.1946112	-0.1946112	0.8581111838	0.8581111838	0.99797892651	0.99797892651	0.0378735	0.8581111838
PDCD6	-1.4848668	-2.12617054	2.12617054	-1.8207972	1.8207972	0.1660320604	0.1660320604	0.77397218933	0.77397218933	3.3153023	0.1660320604
PDCD6IP	-0.6710538	2.46979698	-2.46979698	2.8467202	-2.8467202	0.0651542857	0.0651542857	0.77397218933	0.77397218933	8.103816	0.0651542857
PDIA3	4.258042	0.41038806	-0.41038806	0.7676629	-0.7676629	0.4984886751	0.4984886751	0.83630593138	0.83630593138	0.5893064	0.4984886751
PDIA6	1.2577112	0.77874235	-0.77874235	2.0984264	-2.0984264	0.1266008986	0.1266008986	0.77397218933	0.77397218933	4.4033935	0.1266008986
PEBP1	-1.6492325	3.3453912	-3.3453912	2.3667591	-2.3667591	0.098645768	0.098645768	0.77397218933	0.77397218933	5.6015485	0.098645768
PFAS	2.6091954	-0.32144805	0.32144805	-0.9431196	0.9431196	0.4150898594	0.4150898594	0.77676332937	0.77676332937	0.8894746	0.4150898594
PFDN2	-0.9831677	3.62087912	-3.62087912	7.6222718	-7.6222718	0.0046597202	0.0046597202	0.40656058428	0.40656058428	58.099027	0.0046597202
PFKM	-1.3850721	1.26911831	-1.26911831	1.705191	-1.705191	0.1865484822	0.1865484822	0.77397218933	0.77397218933	2.9076763	0.1865484822
PFKP	-2.0856193	-0.35933417	0.35933417	-0.2015683	0.2015683	0.8531274678	0.8531274678	0.99797892651	0.99797892651	0.0406298	0.8531274678
PFN1	3.7738701	0.18830732	-0.18830732	0.5273916	-0.5273916	0.6343795479	0.6343795479	0.90280215386	0.90280215386	0.2781419	0.6343795479
PFN2	2.3033723	0.39453331	-0.39453331	1.1795594	-1.1795594	0.3230681592	0.3230681592	0.77397218933	0.77397218933	1.3913605	0.3230681592
PGAM1	2.5021569	-0.01147783	0.01147783	-0.0291071	0.0291071	0.9786043238	0.9786043238	1	1	0.0008472	0.9786043238
PGD	-1.9319531	-2.77995	2.77995	-2.189237	2.189237	0.1161852369	0.1161852369	0.77397218933	0.77397218933	4.7927586	0.1161852369
PGK1	2.9737636	0.35971648	-0.35971648	0.6134181	-0.6134181	0.5829078006	0.5829078006	0.88449922781	0.88449922781	0.3762818	0.5829078006
PGLS	-1.4528749	-1.62482304	1.62482304	-1.3487714	1.3487714	0.2700468527	0.2700468527	0.77397218933	0.77397218933	1.8191844	0.2700468527
PGRMC1	-2.2652864	0	0	0	0	1	1	1	1	0	1
PGRMC2	-1.4364476	-2.71431932	2.71431932	-1.4839269	1.4839269	0.2343286361	0.2343286361	0.77397218933	0.77397218933	2.202039	0.2343286361
PHB	1.1627453	1.19958943	-1.19958943	1.3751927	-1.3751927	0.2626291224	0.2626291224	0.77397218933	0.77397218933	1.891155	0.2626291224
PHB2	0.6713309	1.00202058	-1.00202058	0.8385282	-0.8385282	0.4631907112	0.4631907112	0.8042743237	0.8042743237	0.7031296	0.4631907112
PHGDH	3.6804772	0.20598623	-0.20598623	0.5685378	-0.5685378	0.6093822141	0.6093822141	0.89316891617	0.89316891617	0.3232352	0.6093822141
PIN1	-1.8257148	2.99242664	-2.99242664	2.2455393	-2.2455393	0.1102423437	0.1102423437	0.77397218933	0.77397218933	5.0424469	0.1102423437
PIP	1.9132444	-0.66680616	0.66680616	-1.6428129	1.6428129	0.1988104387	0.1988104387	0.77397218933	0.77397218933	2.6988342	0.1988104387
PKM	4.0138803	0.23074103	-0.23074103	0.7090803	-0.7090803	0.5293331015	0.5293331015	0.85328984957	0.85328984957	0.5027948	0.5293331015
PLD3	-0.8397349	-0.07710852	0.07710852	-0.0423174	0.0423174	0.9689004323	0.9689004323	1	1	0.0017908	0.9689004323
PLXNA2	-0.3744243	1.79517609	-1.79517609	1.0741623	-1.0741623	0.3613380377	0.3613380377	0.77397218933	0.77397218933	1.1538245	0.3613380377
PLXNB2	0.9143219	-1.36464802	1.36464802	-0.9687653	0.9687653	0.4040104471	0.4040104471	0.77498583545	0.77498583545	0.9385061	0.4040104471
PMPCA	-2.6139402	-1.41597584	1.41597584	-1.1803206	1.1803206	0.3228070626	0.3228070626	0.77397218933	0.77397218933	1.3931567	0.3228070626
PMPCB	0.8672159	-1.22407522	1.22407522	-0.6966751	0.6966751	0.5360572599	0.5360572599	0.85577643824	0.85577643824	0.4853562	0.5360572599
PPAT	-0.3820851	-1.40352233	1.40352233	-1.1346488	1.1346488	0.338855839	0.338855839	0.77397218933	0.77397218933	1.2874279	0.338855839
PPIA	4.1680391	-0.19158089	0.19158089	-0.5886581	0.5886581	0.5974098116	0.5974098116	0.88910884543	0.88910884543	0.3465184	0.5974098116
PPIB	2.3276996	0.54672207	-0.54672207	1.6621368	-1.6621368	0.1949170325	0.1949170325	0.77397218933	0.77397218933	2.7626987	0.1949170325
PPM1A	-1.5888041	-3.4662479	3.4662479	-4.9518638	4.9518638	0.0157423385	0.0157423385	0.77397218933	0.77397218933	24.5209553	0.0157423385
PPM1G	-2.2652864	0	0	0	0	1	1	1	1	0	1
PPME1	-0.2597839	0.06597979	-0.06597979	0.1660414	-0.1660414	0.8786670859	0.8786670859	1	1	0.0275697	0.8786670859
PPP1CA	-1.6732975	0.46530956	-0.46530956	0.3602564	-0.3602564	0.742488218	0.742488218	0.95619331401	0.95619331401	0.1297847	0.742488218
PPP2CB	-2.1269406	-2.389975	2.389975	-2.2856455	2.2856455	0.1062314886	0.1062314886	0.77397218933	0.77397218933	5.2241752	0.1062314886
PPP2R1A	2.9299238	0.03265248	-0.03265248	0.0621916	-0.0621916	0.9543157292	0.9543157292	1	1	0.0038678	0.9543157292
PPP2R2A	-2.3497798	-1.94429667	1.94429667	-1.8314282	1.8314282	0.1642792716	0.1642792716	0.77397218933	0.77397218933	3.3541294	0.1642792716
PRAF2	-2.6139402	1.41597584	-1.41597584	1.1803206	-1.1803206	0.3228070626	0.3228070626	0.77397218933	0.77397218933	1.3931567	0.3228070626
PRDX1	4.5520968	-0.06095554	0.06095554	-0.1658376	0.1658376	0.8788142156	0.8788142156	1	1	0.0275021	0.8788142156
PRDX2	4.129683	-0.10998965	0.10998965	-0.2678131	0.2678131	0.806173639	0.806173639	0.99797892651	0.99797892651	0.0717238	0.806173639
PRDX3	2.6378072	0.45853303	-0.45853303	1.2015777	-1.2015777	0.3156012289	0.3156012289	0.77397218933	0.77397218933	1.443789	0.3156012289
PRDX4	3.7473076	0.16605373	-0.16605373	0.3633777	-0.3633777	0.7403812656	0.7403812656	0.95619331401	0.95619331401	0.1320434	0.7403812656
PRDX5	0.6857203	0.94251093	-0.94251093	0.8271522	-0.8271522	0.4687087489	0.4687087489	0.80745777863	0.80745777863	0.6841807	0.4687087489
PRDX6	1.6611695	1.42608189	-1.42608189	2.3029295	-2.3029295	0.1045574483	0.1045574483	0.77397218933	0.77397218933	5.3034841	0.1045574483
PRKACA	-2.7244343	1.1949875	-1.1949875	1.1633331	-1.1633331	0.328685141	0.328685141	0.77397218933	0.77397218933	1.353344	0.328685141
PRKCA	2.0592024	-0.55216127	0.55216127	-0.8497326	0.8497326	0.4578112416	0.4578112416	0.80218494002	0.80218494002	0.7220455	0.4578112416
PRKDC	-1.9319531	0.66666667	-0.66666667	1.0533372	-1.0533372	0.3694115543	0.3694115543	0.77397218933	0.77397218933	1.1095193	0.3694115543
PRXL2A	-0.3962332	2.68146471	-2.68146471	2.2897769	-2.2897769	0.105828407	0.105828407	0.77397218933	0.77397218933	5.2430783	0.105828407
PSMA7	-0.4313277	1.26029424	-1.26029424	1.247633	-1.247633	0.3005473575	0.3005473575	0.77397218933	0.77397218933	1.556588	0.3005473575
PSMB5	-1.6219827	1.00991578	-1.00991578	1.2574203	-1.2574203	0.2974446079	0.2974446079	0.77397218933	0.77397218933	1.5811057	0.2974446079
PSMB6	-1.2608744	-1.45544074	1.45544074	-1.3774857	1.3774857	0.261995678	0.261995678	0.77397218933	0.77397218933	1.897467	0.261995678
PSMC1	-2.0196312	2.60459373	-2.60459373	6.5534583	-6.5534583	0.0071866123	0.0071866123	0.41802128181	0.41802128181	42.9478162	0.0071866123
PSMC3	-0.5070662	2.70151212	-2.70151212	2.4674314	-2.4674314	0.0901255648	0.0901255648	0.77397218933	0.77397218933	6.0882176	0.0901255648
PSMC5	-1.6027365	-1.56681324	1.56681324	-2.094498	2.094498	0.127076072	0.127076072	0.77397218933	0.77397218933	4.3869219	0.127076072
PSMC6	-2.5294468	1.5849625	-1.5849625	1.9478893	-1.9478893	0.1464199272	0.1464199272	0.77397218933	0.77397218933	3.7942728	0.1464199272
PSMD1	-1.7973939	0.93578497	-0.93578497	0.9638792	-0.9638792	0.4060999342	0.4060999342	0.77498583545	0.77498583545	0.9290631	0.4060999342
PSMD11	-1.8782984	0.77397603	-0.77397603	0.7380244	-0.7380244	0.5139056201	0.5139056201	0.8430181381	0.8430181381	0.54468	0.5139056201
PSMD2	-2.5898752	1.46410581	-1.46410581	1.183109	-1.183109	0.3218524107	0.3218524107	0.77397218933	0.77397218933	1.3997469	0.3218524107
PSMD6	-2.1424588	1.30229687	-1.30229687	0.9731624	-0.9731624	0.4021385895	0.4021385895	0.77498583545	0.77498583545	0.9470451	0.4021385895
PSMD7	-2.2269522	0.64199981	-0.64199981	0.4006845	-0.4006845	0.715439431	0.715439431	0.94758391437	0.94758391437	0.1605481	0.715439431
PSME1	1.63466	-0.11664749	0.11664749	-0.3042258	0.3042258	0.7808062233	0.7808062233	0.98553841563	0.98553841563	0.0925534	0.7808062233
PTBP1	-2.6873689	-1.26911831	1.26911831	-1.1699398	1.1699398	0.3263863658	0.3263863658	0.77397218933	0.77397218933	1.368759	0.3263863658
PTGFRN	0.800753	1.07710852	-1.07710852	0.4788046	-0.4788046	0.6647583827	0.6647583827	0.92707178023	0.92707178023	0.2292539	0.6647583827
PTK7	0.996337	1.83511439	-1.83511439	1.2247887	-1.2247887	0.3079200324	0.3079200324	0.77397218933	0.77397218933	1.5001073	0.3079200324
PUF60	-1.9848668	-0.45950387	0.45950387	-0.927762	0.927762	0.4218580398	0.4218580398	0.78083570948	0.78083570948	0.8607422	0.4218580398
PVR	2.1315873	-0.19082498	0.19082498	-0.3771301	0.3771301	0.7311345774	0.7311345774	0.95389146737	0.95389146737	0.1422271	0.7311345774
PYCR1	-2.1590481	1.26911831	-1.26911831	1.1699398	-1.1699398	0.3263863658	0.3263863658	0.77397218933	0.77397218933	1.368759	0.3263863658
RAB14	2.2768297	0.45301556	-0.45301556	1.2843955	-1.2843955	0.2890638102	0.2890638102	0.77397218933	0.77397218933	1.6496717	0.2890638102
RAB27B	-2.4066192	0.77397603	-0.77397603	0.5649031	-0.5649031	0.6115627614	0.6115627614	0.89316891617	0.89316891617	0.3191155	0.6115627614
RAB2B	-0.3942623	1.15906877	-1.15906877	0.4181153	-0.4181153	0.703944182	0.703944182	0.9386891966	0.9386891966	0.1748204	0.703944182
RAB5C	2.3238186	-0.18911148	0.18911148	-0.5594695	0.5594695	0.6148325932	0.6148325932	0.89316891617	0.89316891617	0.3130061	0.6148325932
RAB7A	1.3257172	-0.28089034	0.28089034	-0.6267251	0.6267251	0.5752204396	0.5752204396	0.8772079657	0.8772079657	0.3927844	0.5752204396
RAC1	-1.5449651	0.9493323	-0.9493323	0.8356158	-0.8356158	0.4645980339	0.4645980339	0.80468840607	0.80468840607	0.6982537	0.4645980339
RACK1	-0.2478911	-0.18249593	0.18249593	-0.0845674	0.0845674	0.9379242201	0.9379242201	1	1	0.0071516	0.9379242201
RALY	-2.2399526	2.16395103	-2.16395103	1.7692617	-1.7692617	0.1748405343	0.1748405343	0.77397218933	0.77397218933	3.1302869	0.1748405343
RAN	-1.1177269	-1.35176081	1.35176081	-0.7362616	0.7362616	0.5148347197	0.5148347197	0.8430181381	0.8430181381	0.5420811	0.5148347197
RANBP1	-3.0577677	0.52832083	-0.52832083	0.9801436	-0.9801436	0.3991833641	0.3991833641	0.77397218933	0.77397218933	0.9606815	0.3991833641
RARS1	-0.9769219	0.70515907	-0.70515907	0.3718954	-0.3718954	0.7346471557	0.7346471557	0.95540416467	0.95540416467	0.1383062	0.7346471557
RBBP4	-1.2993099	-2.49728437	2.49728437	-1.5762599	1.5762599	0.2129032287	0.2129032287	0.77397218933	0.77397218933	2.4845954	0.2129032287
RBBP7	-2.3672747	-1.90930682	1.90930682	-1.2001446	1.2001446	0.3160818431	0.3160818431	0.77397218933	0.77397218933	1.4403471	0.3160818431
RBM14	-2.2028872	-0.69012978	0.69012978	-0.4212279	0.4212279	0.7019024731	0.7019024731	0.9386891966	0.9386891966	0.1774329	0.7019024731
RBM3	-2.0942077	0.90748867	-0.90748867	1.1231226	-1.1231226	0.3430306749	0.3430306749	0.77397218933	0.77397218933	1.2614044	0.3430306749
RBM39	-2.5577677	1.52832083	-1.52832083	1.1864529	-1.1864529	0.3207113453	0.3207113453	0.77397218933	0.77397218933	1.4076704	0.3207113453
RBM4	-1.7973939	-3.04906831	3.04906831	-2.3673139	2.3673139	0.0985961845	0.0985961845	0.77397218933	0.77397218933	5.6041752	0.0985961845
RBMX	-1.1862979	-2.72330833	2.72330833	-1.1833674	1.1833674	0.3217640822	0.3217640822	0.77397218933	0.77397218933	1.4003584	0.3217640822
RBP1	-0.9097389	0.83952503	-0.83952503	0.5721803	-0.5721803	0.607202367	0.607202367	0.89226789927	0.89226789927	0.3273903	0.607202367
REEP5	-1.6862979	0	0	0	0	1	1	1	1	0	1
RET	2.4762817	1.12267422	-1.12267422	1.5884581	-1.5884581	0.2102387508	0.2102387508	0.77397218933	0.77397218933	2.523199	0.2102387508
RHOA	-2.7936073	1.05664167	-1.05664167	1.1475449	-1.1475449	0.3342448057	0.3342448057	0.77397218933	0.77397218933	1.3168593	0.3342448057
RNPEP	0.0181577	2.00601999	-2.00601999	1.5260785	-1.5260785	0.2242659545	0.2242659545	0.77397218933	0.77397218933	2.3289156	0.2242659545
RPL10	-0.3307314	-1.26451637	1.26451637	-0.7498847	0.7498847	0.5076900235	0.5076900235	0.83774854939	0.83774854939	0.562327	0.5076900235
RPL10A	-1.0695579	2.39145697	-2.39145697	4.4908967	-4.4908967	0.0205278392	0.0205278392	0.77397218933	0.77397218933	20.1681529	0.0205278392
RPL11	-0.293666	1.82995758	-1.82995758	1.9724343	-1.9724343	0.1429513703	0.1429513703	0.77397218933	0.77397218933	3.8904971	0.1429513703
RPL12	0.0965068	-2.05691988	2.05691988	-2.0364979	2.0364979	0.1343442736	0.1343442736	0.77397218933	0.77397218933	4.1473236	0.1343442736
RPL13	2.015905	0.58615555	-0.58615555	1.6392697	-1.6392697	0.1995337889	0.1995337889	0.77397218933	0.77397218933	2.6872052	0.1995337889
RPL14	-0.1833728	1.20555712	-1.20555712	1.2753505	-1.2753505	0.2918462253	0.2918462253	0.77397218933	0.77397218933	1.6265189	0.2918462253
RPL15	-1.979381	-0.14685753	0.14685753	-0.4254782	0.4254782	0.699119917	0.699119917	0.9386891966	0.9386891966	0.1810317	0.699119917
RPL17	-2.0362205	2.57141517	-2.57141517	1.9562624	-1.9562624	0.1452257002	0.1452257002	0.77397218933	0.77397218933	3.8269627	0.1452257002
RPL18	1.3243428	-1.49224873	1.49224873	-0.9371715	0.9371715	0.4176993261	0.4176993261	0.77747767901	0.77747767901	0.8782903	0.4176993261
RPL18A	-2.1515335	2.34078927	-2.34078927	2.0295639	-2.0295639	0.1352457653	0.1352457653	0.77397218933	0.77397218933	4.1191295	0.1352457653
RPL19	-2.0602855	-2.5232852	2.5232852	-2.2922895	2.2922895	0.1055841767	0.1055841767	0.77397218933	0.77397218933	5.254591	0.1055841767
RPL21	-0.5922349	1.86450817	-1.86450817	1.2999632	-1.2999632	0.2843395443	0.2843395443	0.77397218933	0.77397218933	1.6899042	0.2843395443
RPL23	1.2760074	1.87197628	-1.87197628	1.2487202	-1.2487202	0.3002010335	0.3002010335	0.77397218933	0.77397218933	1.5593022	0.3002010335
RPL23A	0.7742755	-1.60194302	1.60194302	-0.9902667	0.9902667	0.3949342964	0.3949342964	0.77397218933	0.77397218933	0.9806281	0.3949342964
RPL24	-0.0443397	0.40263095	-0.40263095	1.0902373	-1.0902373	0.3552237792	0.3552237792	0.77397218933	0.77397218933	1.1886175	0.3552237792
RPL27	0.5371495	1.29132532	-1.29132532	0.7695889	-0.7695889	0.4975001864	0.4975001864	0.83630593138	0.83630593138	0.5922671	0.4975001864
RPL27A	-2.4066192	0.77397603	-0.77397603	1.0907978	-1.0907978	0.3550124416	0.3550124416	0.77397218933	0.77397218933	1.1898399	0.3550124416
RPL28	-0.8369772	-0.02466686	0.02466686	-0.0126234	0.0126234	0.9907195725	0.9907195725	1	1	0.0001593	0.9907195725
RPL3	-0.0749786	-2.30363084	2.30363084	-2.1699027	2.1699027	0.1183142595	0.1183142595	0.77397218933	0.77397218933	4.7084777	0.1183142595
RPL30	-0.6396574	1.37968801	-1.37968801	0.5759092	-0.5759092	0.6049765353	0.6049765353	0.89226789927	0.89226789927	0.3316714	0.6049765353
RPL31	0.2646005	-1.92614741	1.92614741	-1.5210999	1.5210999	0.22542936	0.22542936	0.77397218933	0.77397218933	2.3137448	0.22542936
RPL32	-0.9906434	0.28266564	-0.28266564	0.1687234	-0.1687234	0.8767316097	0.8767316097	1	1	0.0284676	0.8767316097
RPL35	-2.160964	-0.77397603	0.77397603	-0.5936991	0.5936991	0.5944365404	0.5944365404	0.88910884543	0.88910884543	0.3524786	0.5944365404
RPL36	-0.6198834	-0.18216278	0.18216278	-0.2537487	0.2537487	0.816060604	0.816060604	0.99797892651	0.99797892651	0.0643884	0.816060604
RPL4	0.6800566	0.05830899	-0.05830899	0.111727	-0.111727	0.9180847677	0.9180847677	1	1	0.0124829	0.9180847677
RPL5	-1.1053934	1.82847561	-1.82847561	1.227609	-1.227609	0.3069998447	0.3069998447	0.77397218933	0.77397218933	1.5070238	0.3069998447
RPL6	2.1364551	0.50695974	-0.50695974	0.950393	-0.950393	0.4119194054	0.4119194054	0.77498583545	0.77498583545	0.9032468	0.4119194054
RPL7	0.0182593	3.54674831	-3.54674831	2.8235489	-2.8235489	0.0664116641	0.0664116641	0.77397218933	0.77397218933	7.9724284	0.0664116641
RPL7A	2.3749925	-0.79018719	0.79018719	-0.7841317	0.7841317	0.4900889716	0.4900889716	0.83029636442	0.83029636442	0.6148625	0.4900889716
RPL8	0.1328286	-1.17129313	1.17129313	-0.9847629	0.9847629	0.3972391559	0.3972391559	0.77397218933	0.77397218933	0.969758	0.3972391559
RPLP0	0.408203	-0.41559194	0.41559194	-0.6756869	0.6756869	0.5475863116	0.5475863116	0.86126034479	0.86126034479	0.4565527	0.5475863116
RPLP2	2.2767306	-0.21408622	0.21408622	-0.5788655	0.5788655	0.6032159091	0.6032159091	0.89226789927	0.89226789927	0.3350853	0.6032159091
RPN1	0.6725219	-0.74662528	0.74662528	-0.6089008	0.6089008	0.5855344279	0.5855344279	0.88618484947	0.88618484947	0.3707602	0.5855344279
RPS10	-1.955316	0.1949875	-0.1949875	0.0995039	-0.0995039	0.9270047094	0.9270047094	1	1	0.009901	0.9270047094
RPS11	0.4951668	0.63163932	-0.63163932	1.519646	-1.519646	0.2257703567	0.2257703567	0.77397218933	0.77397218933	2.3093239	0.2257703567
RPS12	3.9954799	0.24721935	-0.24721935	0.3895391	-0.3895391	0.7228432776	0.7228432776	0.94878823878	0.94878823878	0.1517407	0.7228432776
RPS13	-1.6053934	1.21845061	-1.21845061	1.4055592	-1.4055592	0.2543717219	0.2543717219	0.77397218933	0.77397218933	1.9755966	0.2543717219
RPS14	2.602343	0.42934216	-0.42934216	1.1519347	-1.1519347	0.3326895898	0.3326895898	0.77397218933	0.77397218933	1.3269535	0.3326895898
RPS15A	-1.3665669	1.79743914	-1.79743914	1.5883744	-1.5883744	0.2102568969	0.2102568969	0.77397218933	0.77397218933	2.5229332	0.2102568969
RPS16	2.2417028	0.81926783	-0.81926783	0.8704441	-0.8704441	0.4480112352	0.4480112352	0.79367720622	0.79367720622	0.7576729	0.4480112352
RPS17	0.7694193	0.67424003	-0.67424003	0.8411447	-0.8411447	0.4619295926	0.4619295926	0.8042743237	0.8042743237	0.7075243	0.4619295926
RPS18	3.1320874	-0.16018849	0.16018849	-0.3692875	0.3692875	0.7364003447	0.7364003447	0.95540416467	0.95540416467	0.1363733	0.7364003447
