seqnames	start	end	width	strand	length	abs_summit	pileup	X.log10.pvalue.	fold_enrichment	X.log10.qvalue.	name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr19	26385415	26385901	487	*	488	26385736	23.97	6.41011	3.12069	2.6492	peak_531	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	1299354	NA	LOC105372345	uncharacterized LOC105372345
chr19	26418107	26418573	467	*	468	26418224	58.67	14.78494	3.31523	10.58447	peak_532	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	1266682	NA	LOC105372345	uncharacterized LOC105372345
chr19	26439168	26439631	464	*	465	26439457	20.66	8.19902	4.09554	4.28381	peak_533	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	1245624	NA	LOC105372345	uncharacterized LOC105372345
chr19	26449392	26450292	901	*	902	26449880	26.44	15.48041	6.41296	11.25509	peak_534	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	1234963	NA	LOC105372345	uncharacterized LOC105372345
chr19	26485923	26486174	252	*	253	26486047	20.66	8.71601	4.33198	4.77195	peak_535	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	1199081	NA	LOC105372345	uncharacterized LOC105372345
chr19	26490016	26490285	270	*	271	26490041	16.53	7.66459	4.38198	3.79152	peak_536	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	1194970	NA	LOC105372345	uncharacterized LOC105372345
chr19	26603577	26603882	306	*	307	26603795	14.05	6.4462	3.90806	2.68413	peak_537	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	1081373	NA	LOC105372345	uncharacterized LOC105372345
chr19	26645198	26645964	767	*	768	26645958	21.49	5.34426	2.81079	1.71985	peak_538	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	1039291	NA	LOC105372345	uncharacterized LOC105372345
chr19	26749078	26749953	876	*	877	26749147	45.45	17.66225	4.64518	13.37686	peak_539	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	935302	NA	LOC105372345	uncharacterized LOC105372345
chr19	26904229	26904785	557	*	558	26904747	19.01	7.11094	3.61079	3.29445	peak_540	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	780470	NA	LOC105372345	uncharacterized LOC105372345
chr19	26929927	26930367	441	*	442	26929944	19.83	6.08092	3.30809	2.37004	peak_541	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	754888	NA	LOC105372345	uncharacterized LOC105372345
chr19	26973344	26974456	1113	*	1114	26974176	33.88	8.66882	3.17111	4.72845	peak_542	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	710799	NA	LOC105372345	uncharacterized LOC105372345
chr19	27002594	27003406	813	*	814	27002692	29.75	7.55824	3.07503	3.69467	peak_543	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	681849	NA	LOC105372345	uncharacterized LOC105372345
chr19	27019548	27019821	274	*	275	27019697	29.75	10.00074	3.84378	5.98453	peak_544	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	665434	NA	LOC105372345	uncharacterized LOC105372345
chr19	27045814	27046236	423	*	424	27046182	20.66	8.37476	4.1752	4.45219	peak_545	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	639019	NA	LOC105372345	uncharacterized LOC105372345
chr19	27054351	27054973	623	*	624	27054522	19.01	6.46191	3.33452	2.69478	peak_546	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	630282	NA	LOC105372345	uncharacterized LOC105372345
chr19	27076939	27077677	739	*	740	27077211	40.49	9.33966	2.96382	5.35863	peak_547	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	607578	NA	LOC105372345	uncharacterized LOC105372345
chr19	27078320	27078718	399	*	400	27078546	40.49	10.34495	3.1918	6.31278	peak_548	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	606537	NA	LOC105372345	uncharacterized LOC105372345
chr19	27106185	27107019	835	*	836	27106421	39.67	22.06803	6.77784	17.67793	peak_549	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	578236	NA	LOC105372345	uncharacterized LOC105372345
chr19	27137808	27138502	695	*	696	27137858	55.37	15.37348	3.52304	11.15211	peak_550	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	546753	NA	LOC105372345	uncharacterized LOC105372345
chr19	27146712	27147030	319	*	320	27146852	109.08	29.80065	3.66948	25.27559	peak_551	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	538225	NA	LOC105372345	uncharacterized LOC105372345
chr19	27156907	27157470	564	*	565	27157252	29.75	11.59223	4.3929	7.49885	peak_552	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	527785	NA	LOC105372345	uncharacterized LOC105372345
chr19	27163024	27163367	344	*	345	27163175	96.69	39.93005	5.42713	35.27348	peak_553	Distal Intergenic	19	27681744	27685255	3512	2	105372345	ENST00000662444.1	521888	NA	LOC105372345	uncharacterized LOC105372345
chr19	29695429	29696887	1459	*	1460	29696207	33.06	19.68479	6.81117	15.34606	peak_554	Distal Intergenic	19	29702819	29708640	5822	2	83636	ENST00000591243.1	11753	ENSG00000131943	C19orf12	chromosome 19 open reading frame 12
chr19	29697177	29697434	258	*	259	29697297	17.35	9.6591	5.23898	5.65763	peak_555	Distal Intergenic	19	29702819	29708640	5822	2	83636	ENST00000591243.1	11206	ENSG00000131943	C19orf12	chromosome 19 open reading frame 12
chr19	36054381	36054863	483	*	484	36054743	61.15	56.96593	15.43305	52.15652	peak_556	Promoter (<=1kb)	19	36039323	36054401	15079	2	199745	ENST00000607730.1	0	ENSG00000161277	THAP8	THAP domain containing 8
chr19	37270915	37271188	274	*	275	37271019	48.76	14.9974	3.82749	10.79169	peak_557	Promoter (<=1kb)	19	37265939	37271388	5450	2	284412	ENST00000588763.5	200	NA	LOC284412	Putative uncharacterized protein PP6455
chr19	38850167	38850580	414	*	415	38850285	18.18	10.54253	5.47487	6.49709	peak_558	Promoter (<=1kb)	19	38836370	38849986	13617	2	3191	ENST00000221419.10	-181	ENSG00000104824	HNRNPL	heterogeneous nuclear ribonucleoprotein L
chr19	40425745	40426029	285	*	286	40425943	28.1	20.00921	8.08618	15.6655	peak_559	Promoter (<=1kb)	19	40421589	40425992	4404	2	29950	ENST00000357949.5	0	ENSG00000197019	SERTAD1	SERTA domain containing 1
chr19	41859690	41860131	442	*	443	41859965	31.4	23.72017	9.249	19.29823	peak_560	Promoter (<=1kb)	19	41860255	41861606	1352	1	6223	ENST00000598466.5	-124	ENSG00000105372	RPS19	ribosomal protein S19
chr19	42268524	42269175	652	*	653	42269065	25.62	16.5197	7.19543	12.26641	peak_561	Promoter (<=1kb)	19	42268537	42295796	27260	1	23152	ENST00000572681.6	0	ENSG00000079432	CIC	capicua transcriptional repressor
chr19	42396667	42397065	399	*	400	42396832	22.31	14.28585	6.65428	10.10187	peak_562	Promoter (<=1kb)	19	42397114	42408452	11339	1	101930071	ENST00000593491.3	-49	ENSG00000213904	LOC101930071	uncharacterized LOC101930071
chr19	45405178	45406618	1441	*	1442	45405695	64.46	63.29062	17.34005	58.43943	peak_563	Promoter (<=1kb)	19	45379638	45406349	26712	2	10848	ENST00000418234.6	0	ENSG00000104881	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like
chr19	45455959	45456287	329	*	330	45456157	18.18	9.25272	4.79518	5.27533	peak_564	Intron (ENST00000423698.6/2067, intron 1 of 8)	19	45413963	45450725	36763	2	2067	ENST00000592083.5	-5234	ENSG00000012061	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
chr19	49640275	49640677	403	*	404	49640532	33.06	25.97512	9.72077	21.51274	peak_565	Promoter (<=1kb)	19	49635292	49640143	4852	2	6237	ENST00000246792.4	-132	ENSG00000126458	RRAS	RAS related
chr2	64750789	64751130	342	*	343	64751119	18.18	5.85335	3.19679	2.16072	peak_566	Promoter (<=1kb)	2	64636533	64751005	114473	2	9792	ENST00000476805.2	0	ENSG00000179833	SERTAD2	SERTA domain containing 2
chr2	87395643	87399084	3442	*	3443	87396069	87.6	76.43084	15.29343	71.49906	peak_567	Distal Intergenic	2	87439842	87445756	5915	2	101928173	ENST00000629820.1	46672	NA	LINC01943	long intergenic non-protein coding RNA 1943
chr2	87405977	87407830	1854	*	1855	87407012	51.24	36.85189	9.87709	32.23442	peak_568	Distal Intergenic	2	87439842	87445756	5915	2	101928173	ENST00000629820.1	37926	NA	LINC01943	long intergenic non-protein coding RNA 1943
chr2	87408246	87408814	569	*	570	87408413	28.1	12.76925	4.84958	8.63124	peak_569	Distal Intergenic	2	87439842	87445756	5915	2	101928173	ENST00000629820.1	36942	NA	LINC01943	long intergenic non-protein coding RNA 1943
chr2	87409203	87411426	2224	*	2225	87410394	47.93	29.66819	8.15517	25.14483	peak_570	Distal Intergenic	2	87439842	87445756	5915	2	101928173	ENST00000629820.1	34330	NA	LINC01943	long intergenic non-protein coding RNA 1943
chr2	87412055	87413842	1788	*	1789	87413187	31.4	15.71676	5.61775	11.48655	peak_571	Distal Intergenic	2	87439842	87445756	5915	2	101928173	ENST00000629820.1	31914	NA	LINC01943	long intergenic non-protein coding RNA 1943
chr2	87414277	87421358	7082	*	7083	87419417	66.11	44.75136	9.51322	40.04324	peak_572	Distal Intergenic	2	87439842	87445756	5915	2	101928173	ENST00000629820.1	24398	NA	LINC01943	long intergenic non-protein coding RNA 1943
chr2	87422014	87422359	346	*	347	87422201	27.27	8.74288	3.53389	4.79703	peak_573	Distal Intergenic	2	87439842	87445756	5915	2	101928173	ENST00000629820.1	23397	NA	LINC01943	long intergenic non-protein coding RNA 1943
chr2	87423375	87431378	8004	*	8005	87425147	90.08	47.07642	7.00594	42.3458	peak_574	Distal Intergenic	2	87439842	87445756	5915	2	101928173	ENST00000629820.1	14378	NA	LINC01943	long intergenic non-protein coding RNA 1943
chr2	89828627	89828903	277	*	278	89828635	549.55	7.18937	1.26274	3.34767	peak_575	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-187992	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	89829205	89829511	307	*	308	89829253	534.68	6.9159	1.26042	3.11768	peak_576	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-188570	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	89830953	89831223	271	*	272	89830985	412.37	22.62713	1.69415	18.2263	peak_577	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-190318	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	89832521	89833168	648	*	649	89832906	490.88	6.11232	1.2523	2.40013	peak_578	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-191886	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	89836261	89837209	949	*	950	89836512	1623.04	60.56673	1.54966	55.73444	peak_579	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-195626	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	89839799	89840559	761	*	762	89840335	509.06	9.5809	1.33175	5.58712	peak_580	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-199164	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	89840824	89841125	302	*	303	89841112	261.97	5.23673	1.32812	1.63152	peak_581	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-200189	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	90288089	90288957	869	*	870	90288194	27.27	12.00288	4.71185	7.89383	peak_582	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-647454	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	90289221	90293034	3814	*	3815	90292034	63.63	46.27383	10.69105	41.55152	peak_583	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-648586	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	90296977	90297310	334	*	335	90297199	23.14	10.50097	4.60828	6.4616	peak_584	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-656342	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	90297760	90298328	569	*	570	90298124	20.66	8.51002	4.23702	4.57828	peak_585	Distal Intergenic	2	89622213	89640635	18423	2	101927050	ENST00000636037.1	-657125	NA	KMT2CP4	lysine methyltransferase 2C pseudogene 4
chr2	91498568	91500778	2211	*	2212	91498794	46.28	26.78792	7.21801	22.31348	peak_586	Distal Intergenic	2	91636688	91655378	18691	2	654342	ENST00000608018.5	154600	ENSG00000143429	LSP1P4	LSP1 pseudogene 4
chr2	91504440	91511555	7116	*	7117	91508754	47.93	13.13766	3.49507	8.99015	peak_587	Distal Intergenic	2	91636688	91655378	18691	2	654342	ENST00000608018.5	143823	ENSG00000143429	LSP1P4	LSP1 pseudogene 4
chr2	91511840	91512523	684	*	685	91511986	20.66	5.83711	3.09427	2.1488	peak_588	Distal Intergenic	2	91636688	91655378	18691	2	654342	ENST00000608018.5	142855	ENSG00000143429	LSP1P4	LSP1 pseudogene 4
chr2	91512796	91513265	470	*	471	91513073	17.35	5.90011	3.34294	2.2036	peak_589	Distal Intergenic	2	91636688	91655378	18691	2	654342	ENST00000608018.5	142113	ENSG00000143429	LSP1P4	LSP1 pseudogene 4
chr2	91513992	91522600	8609	*	8610	91516511	52.89	25.17211	5.98771	20.7237	peak_590	Distal Intergenic	2	91636688	91655378	18691	2	654342	ENST00000608018.5	132778	ENSG00000143429	LSP1P4	LSP1 pseudogene 4
chr2	91523148	91524272	1125	*	1126	91523526	33.06	12.68071	4.25698	8.54745	peak_591	Distal Intergenic	2	91636688	91655378	18691	2	654342	ENST00000608018.5	131106	ENSG00000143429	LSP1P4	LSP1 pseudogene 4
chr2	91524677	91528804	4128	*	4129	91526665	35.54	13.53907	4.39337	9.37786	peak_592	Distal Intergenic	2	91636688	91655378	18691	2	654342	ENST00000608018.5	126574	ENSG00000143429	LSP1P4	LSP1 pseudogene 4
chr2	92130968	92131402	435	*	436	92130987	20.66	6.06194	3.1842	2.35334	peak_593	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	190300	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92220681	92220951	271	*	272	92220830	12.4	5.61631	3.82368	1.94469	peak_594	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	280013	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92221220	92221625	406	*	407	92221380	16.53	8.79877	5.0031	4.84419	peak_595	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	280552	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92273319	92273746	428	*	429	92273642	14.05	7.15268	4.29545	3.31311	peak_596	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	332651	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92324521	92324869	349	*	350	92324596	19.83	5.28566	2.97622	1.67083	peak_597	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	383853	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92333093	92333519	427	*	428	92333450	15.7	6.8544	4.14709	3.0612	peak_598	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	392425	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92365760	92366145	386	*	387	92365849	16.53	7.66459	4.38198	3.79152	peak_599	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	425092	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92463413	92463790	378	*	379	92463449	13.22	6.36991	4.05957	2.61564	peak_600	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	522745	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92468890	92469159	270	*	271	92469019	23.97	7.60524	3.5665	3.73783	peak_601	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	528222	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92487291	92487632	342	*	343	92487599	17.35	8.44714	4.58858	4.5171	peak_602	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	546623	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92491325	92491668	344	*	345	92491641	17.35	5.26629	3.05905	1.65591	peak_603	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	550657	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92586346	92587402	1057	*	1058	92587002	17.35	8.96478	4.86205	5.00217	peak_604	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	645678	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92608507	92609337	831	*	832	92608608	15.7	5.98689	3.68538	2.28286	peak_605	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	667839	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92637935	92638284	350	*	351	92638033	15.7	7.96283	4.76722	4.06508	peak_606	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	697267	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	92655379	92655889	511	*	512	92655447	15.7	5.31046	3.34031	1.69154	peak_607	Distal Intergenic	2	91940668	91942040	1373	1	440888	ENST00000413404.1	714711	ENSG00000280263	ACTR3BP2	ACTR3B pseudogene 2
chr2	94502366	94502632	267	*	268	94502450	20.66	10.11248	5.00227	6.09	peak_608	Distal Intergenic	2	94582873	94585473	2601	2	100133920	ENST00000562856.1	82841	ENSG00000261522	LOC100133920	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
chr2	102001794	102004233	2440	*	2441	102003586	50.41	43.13457	12.85255	38.44247	peak_609	Promoter (<=1kb)	2	102001985	102019812	17828	1	7850	ENST00000457817.5	0	ENSG00000115590	IL1R2	interleukin 1 receptor type 2
chr2	202376221	202376494	274	*	275	202376334	19.83	11.2378	5.8305	7.16531	peak_610	Promoter (<=1kb)	2	202376327	202567749	191423	1	659	ENST00000374580.10	0	ENSG00000204217	BMPR2	bone morphogenetic protein receptor type 2
chr2	207163752	207164006	255	*	256	207163802	32.23	18.75374	6.64589	14.43852	peak_611	Promoter (1-2kb)	2	207081016	207165571	84556	2	8609	ENST00000458272.1	1565	ENSG00000118263	KLF7	KLF transcription factor 7
chr2	219274015	219274589	575	*	576	219274285	29.75	19.36886	7.68757	15.04066	peak_612	Intron (ENST00000398989.2/7277, intron 1 of 1)	2	219250772	219277876	27105	2	7277	ENST00000398989.2	3287	ENSG00000127824	TUBA4A	tubulin alpha 4a
chr2	240586399	240586668	270	*	271	240586604	16.53	8.79877	5.0031	4.84419	peak_613	Promoter (<=1kb)	2	240582700	240586699	4000	2	101752400	ENST00000567819.1	31	ENSG00000260942	CAPN10-DT	CAPN10 divergent transcript
chr2	241315435	241315695	261	*	262	241315525	14.05	7.0557	4.24151	3.24584	peak_614	Promoter (<=1kb)	2	241227291	241315672	88382	2	3069	ENST00000310931.10	0	ENSG00000115677	HDLBP	high density lipoprotein binding protein
chr2	241355628	241355987	360	*	361	241355759	18.18	10.54253	5.47487	6.49709	peak_615	Promoter (<=1kb)	2	241356285	241494841	138557	1	9855	ENST00000264042.8	-298	ENSG00000006607	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2
chr20	23350226	23350761	536	*	537	23350385	31.4	17.49855	6.33854	13.21701	peak_616	Promoter (<=1kb)	20	23350791	23354771	3981	1	29107	ENST00000254998.3	-30	ENSG00000132661	NXT1	nuclear transport factor 2 like export factor 1
chr20	26603838	26604321	484	*	485	26603850	64.46	6.69624	1.9836	2.9115	peak_617	Distal Intergenic	20	26187021	26251536	64516	2	284801	ENST00000656445.1	-352302	ENSG00000227195	MIR663AHG	MIR663A host gene
chr20	26605180	26605861	682	*	683	26605753	90.08	16.87541	2.75992	12.61259	peak_618	Distal Intergenic	20	26187021	26251536	64516	2	284801	ENST00000656445.1	-353644	ENSG00000227195	MIR663AHG	MIR663A host gene
chr20	26606892	26607836	945	*	946	26607138	95.04	17.55423	2.74387	13.27147	peak_619	Distal Intergenic	20	26187021	26251536	64516	2	284801	ENST00000656445.1	-355356	ENSG00000227195	MIR663AHG	MIR663A host gene
chr20	28494701	28498076	3376	*	3377	28495518	174.37	92.62351	7.62477	87.61683	peak_620	Distal Intergenic	20	28583025	28602634	19610	2	100289097	ENST00000701154.1	104558	ENSG00000282826	FRG1CP	FSHD region gene 1 family member C, pseudogene
chr20	28498419	28498691	273	*	274	28498646	34.71	10.40071	3.57087	6.3654	peak_621	Distal Intergenic	20	28583025	28602634	19610	2	100289097	ENST00000701154.1	103943	ENSG00000282826	FRG1CP	FSHD region gene 1 family member C, pseudogene
chr20	28644671	28645029	359	*	360	28644692	43.8	5.93243	2.19333	2.23391	peak_622	Distal Intergenic	20	28583025	28602858	19834	2	100289097	ENST00000689811.2	-41813	ENSG00000282826	FRG1CP	FSHD region gene 1 family member C, pseudogene
chr20	29176512	29176960	449	*	450	29176701	22.31	6.6255	3.19053	2.84514	peak_623	Distal Intergenic	20	29080390	29102761	22372	1	102723316	ENST00000635586.1	96122	NA	FRG1DP	FSHD region gene 1 family member D, pseudogene
chr20	29177888	29178305	418	*	419	29177931	17.35	7.57348	4.14232	3.70947	peak_624	Distal Intergenic	20	29080390	29102761	22372	1	102723316	ENST00000635586.1	97498	NA	FRG1DP	FSHD region gene 1 family member D, pseudogene
chr20	29184307	29184621	315	*	316	29184322	27.27	6.51537	2.82711	2.74529	peak_625	Distal Intergenic	20	29080390	29102761	22372	1	102723316	ENST00000635586.1	103917	NA	FRG1DP	FSHD region gene 1 family member D, pseudogene
chr20	31054102	31054729	628	*	629	31054711	355.35	8.51459	1.3812	4.58248	peak_626	Distal Intergenic	20	31257664	31259632	1969	1	245929	ENST00000400552.1	-202935	ENSG00000215547	DEFB115	defensin beta 115
chr20	31060276	31061172	897	*	898	31060305	341.3	31.38901	2.02545	26.84445	peak_627	Distal Intergenic	20	31257664	31259632	1969	1	245929	ENST00000400552.1	-196492	ENSG00000215547	DEFB115	defensin beta 115
chr20	31063118	31063927	810	*	811	31063142	324.77	13.15056	1.5513	9.00278	peak_628	Distal Intergenic	20	31257664	31259632	1969	1	245929	ENST00000400552.1	-193737	ENSG00000215547	DEFB115	defensin beta 115
chr20	31106170	31106702	533	*	534	31106659	35.54	8.86057	3.0837	4.90437	peak_629	Distal Intergenic	20	31257664	31259632	1969	1	245929	ENST00000400552.1	-150962	ENSG00000215547	DEFB115	defensin beta 115
chr20	31157407	31158303	897	*	898	31157846	293.37	11.52328	1.53318	7.43261	peak_630	Distal Intergenic	20	31257664	31259632	1969	1	245929	ENST00000400552.1	-99361	ENSG00000215547	DEFB115	defensin beta 115
chr20	31185560	31186013	454	*	455	31185829	276.02	19.1884	1.81056	14.86543	peak_631	Distal Intergenic	20	31257664	31259632	1969	1	245929	ENST00000400552.1	-71651	ENSG00000215547	DEFB115	defensin beta 115
chr20	31186634	31187241	608	*	609	31186641	199.16	9.92804	1.61421	5.91518	peak_632	Distal Intergenic	20	31257664	31259632	1969	1	245929	ENST00000400552.1	-70423	ENSG00000215547	DEFB115	defensin beta 115
chr20	31985836	31986822	987	*	988	31985948	24.79	6.96909	3.22399	3.16637	peak_633	Intron (ENST00000562532.3/343702, intron 1 of 2)	20	31968151	32003387	35237	1	343702	ENST00000562532.3	17685	ENSG00000260903	XKR7	XK related 7
chr20	31987103	31988120	1018	*	1019	31987855	71.9	68.0526	17.03363	63.1711	peak_634	Intron (ENST00000562532.3/343702, intron 1 of 2)	20	31968151	32003387	35237	1	343702	ENST00000562532.3	18952	ENSG00000260903	XKR7	XK related 7
chr20	48664813	48665477	665	*	666	48665341	23.14	7.60524	3.44844	3.73783	peak_635	Intron (ENST00000371941.4/57580, intron 15 of 39)	20	48624252	48657127	32876	2	57580	ENST00000482556.5	-7686	ENSG00000124126	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1
chr20	57693116	57693403	288	*	289	57693198	15.7	6.44356	3.92577	2.68197	peak_636	Promoter (1-2kb)	20	57652037	57691830	39794	2	56937	ENST00000395814.5	-1286	ENSG00000124225	PMEPA1	prostate transmembrane protein, androgen induced 1
chr20	57748710	57749025	316	*	317	57748835	23.97	13.13322	6.01082	8.98601	peak_637	Distal Intergenic	20	57659550	57711536	51987	2	56937	ENST00000472841.1	-37174	ENSG00000124225	PMEPA1	prostate transmembrane protein, androgen induced 1
chr20	64287080	64287357	278	*	279	64287193	34.71	11.77222	3.96763	7.67233	peak_638	Intron (ENST00000299468.12/55251, intron 5 of 7)	20	64290385	64303559	13175	1	140849	ENST00000279067.3	-3028	NA	NA	NA
chr21	7926149	7927313	1165	*	1166	7926414	2549.43	180.73454	1.87256	175.57707	peak_639	Distal Intergenic	21	7816677	7829632	12956	2	102723475	ENST00000618699.3	-96517	ENSG00000276289	LOC102723475	potassium voltage-gated channel subfamily E regulatory subunit 1B
chr21	7933192	7933832	641	*	642	7933807	138.83	14.45528	2.08708	10.26571	peak_640	Distal Intergenic	21	7816677	7829632	12956	2	102723475	ENST00000618699.3	-103560	ENSG00000276289	LOC102723475	potassium voltage-gated channel subfamily E regulatory subunit 1B
chr21	8209693	8210048	356	*	357	8210024	138.01	5.75071	1.51096	2.07118	peak_641	Promoter (<=1kb)	21	8208844	8208904	61	1	109864279	ENST00000614492.1	849	NA	RNA45SN2	RNA, 45S pre-ribosomal N2
chr21	8210980	8211438	459	*	460	8211195	163.63	14.10947	1.93678	9.93156	peak_642	Promoter (1-2kb)	21	8212572	8212724	153	1	109864281	ENST00000612463.1	-1134	ENSG00000278233	RNA5-8SN2	RNA, 5.8S ribosomal N2
chr21	8212504	8212811	308	*	309	8212680	109.91	15.04457	2.3598	10.83776	peak_643	Promoter (<=1kb)	21	8212572	8212724	153	1	109864281	ENST00000612463.1	0	ENSG00000278233	RNA5-8SN2	RNA, 5.8S ribosomal N2
chr21	8213935	8214240	306	*	307	8214144	163.63	24.88603	2.53272	20.44215	peak_644	Promoter (1-2kb)	21	8212572	8212724	153	1	109864281	ENST00000612463.1	1363	ENSG00000278233	RNA5-8SN2	RNA, 5.8S ribosomal N2
chr21	8215327	8215838	512	*	513	8215704	136.36	10.4234	1.83141	6.38771	peak_645	Promoter (2-3kb)	21	8212572	8212724	153	1	109864281	ENST00000612463.1	2755	ENSG00000278233	RNA5-8SN2	RNA, 5.8S ribosomal N2
chr21	8256710	8257021	312	*	313	8256902	91.73	11.83534	2.26171	7.73218	peak_646	Exon (ENST00000610460.1/ENST00000610460.1, exon 1 of 1)	21	8249505	8249596	92	1	103504727	ENST00000616483.1	7205	ENSG00000274060	MIR6724-2	microRNA 6724-2
chr21	8392755	8393100	346	*	347	8393024	140.49	9.9531	1.78635	5.93937	peak_647	Promoter (2-3kb)	21	8395607	8395759	153	1	109910381	ENST00000613359.1	-2507	ENSG00000275215	RNA5-8SN3	RNA, 5.8S ribosomal N3
