Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj
NUP153	382.379	-1.16615	0.141975	-8.21303	2.15671e-16	9.32751e-16
NUP155	175.771	-2.59494	0.227608	-11.3844	5.00111e-30	3.32636e-29
NUP160	289.359	-2.58745	0.17701	-14.6048	2.61929e-48	2.5965e-47
NUP188	819.261	-1.75453	0.102198	-17.1661	4.76641e-66	6.36465e-65
NUP205	456.859	-2.34265	0.144173	-16.2423	2.53084e-59	3.06884e-58
NUP210	925.572	-2.38206	0.103476	-23.0157	3.24674e-117	7.94522e-116
NUP210L	4.08273	-1.1052	1.08915	-1.00685	0.314008	0.384559
NUP214	713.29	-1.41727	0.104124	-13.6103	3.47618e-42	3.08046e-41
NUP35	33.3522	-1.96313	0.467155	-4.18733	2.82255e-05	6.35988e-05
NUP37	54.9766	-3.04327	0.426087	-7.08708	1.36976e-12	5.03009e-12
NUP43	139.858	-1.79735	0.227938	-7.87984	3.2779e-15	1.34788e-14
NUP50	216.184	-0.721569	0.176956	-4.07738	4.55463e-05	0.000100878
NUP54	92.7343	-1.54452	0.271408	-5.6866	1.29592e-08	3.79033e-08
NUP62	671.517	-1.2013	0.106916	-11.2353	2.73641e-29	1.77695e-28
NUP62CL	12.8319	-3.87523	0.964996	-3.6815	0.000231862	0.000479463
NUP85	220.288	-1.21083	0.17649	-6.85933	6.91851e-12	2.45435e-11
NUP88	155.558	-1.44605	0.210207	-6.87656	6.13155e-12	2.18047e-11
NUP93	412.878	-1.68977	0.136247	-12.3997	2.62164e-35	1.97168e-34
NUP98	561.46	-1.35484	0.114416	-11.8403	2.41689e-32	1.70171e-31
NUPL1	202.234	-0.856459	0.180749	-4.73789	2.15955e-06	5.38154e-06
NUPL2	92.064	-0.221093	0.258284	-0.85598	0.392009	0.463708
NUPR1	198.551	0.921513	0.177074	5.20397	1.9508e-07	5.26838e-07
NUS1	35.9193	-1.02382	0.416659	-2.4552	0.0140806	0.0231675
NUSAP1	227.57	-5.84588	0.420562	-13.4967	1.63568e-41	1.42713e-40
NUTF2	337.531	-1.04792	0.141333	-7.4139	1.22636e-13	4.72397e-13
NVL	91.8814	-1.5514	0.276787	-5.60089	2.13259e-08	6.14727e-08
NWD1	52.2645	5.15928	0.607508	8.11053	5.0399e-16	2.14272e-15
NXF1	454.08	-0.0242508	0.126815	-0.19123	0.848345	0.877399
NXF3	6.96361	-2.03618	0.951417	-2.10066	0.0356709	0.0546861
NXN	151.853	-0.419522	0.199995	-2.09757	0.0359433	0.05507
NXNL1	2.52021	1.87416	1.29789	1.41315	0.157612	0.210109
NXNL2	7.41712	-2.13113	0.935384	-2.23384	0.0254933	0.0400448
NXPH1	46.4037	6.232	0.84064	6.36492	1.95397e-10	6.39753e-10
NXPH2	10.6738	4.11725	0.98458	3.83327	0.00012645	0.000268672
NXPH3	421.624	6.58933	0.331098	19.5027	1.0422e-84	1.7823e-83
NXPH4	202.044	-0.973793	0.186385	-5.22396	1.75141e-07	4.74378e-07
NXT1	87.6439	-1.77526	0.285939	-6.20193	5.57734e-10	1.78024e-09
NXT2	20.8598	-1.06144	0.547849	-1.93465	0.0530335	0.0788849
NYNRIN	289.913	1.94794	0.157793	12.3425	5.34957e-35	4.00271e-34
NYX	2.0469	-0.977075	1.34781	-0.717052	0.473342	NA
OAF	342.274	-1.27085	0.14602	-8.70217	3.25596e-18	1.51818e-17
OAS1	47.1045	-1.33221	0.370167	-3.59517	0.000324184	0.000660643
OAS2	36.456	-0.348938	0.3977	-0.877269	0.38034	0.45207
OAS3	182.727	-1.46193	0.200939	-7.27313	3.51246e-13	1.32594e-12
OASL	6.41513	-0.413676	0.884146	-0.46742	0.6402	0.699393
OAT	406.612	0.864777	0.129376	6.68414	2.32278e-11	8.03063e-11
OAZ1	3285.54	-0.0347382	0.0578218	-0.600781	0.547986	0.616383
OAZ2	719.038	0.835791	0.0977316	8.55186	1.21124e-17	5.5345e-17
OAZ3	10.4595	0.933805	0.712984	1.30894	0.190554	0.248529
OBFC1	113.725	0.354197	0.241682	1.46557	0.142766	0.192735
OBFC2A	43.1222	-2.19865	0.434752	-5.03875	4.6858e-07	1.23227e-06
OBFC2B	210.552	-0.0282065	0.177162	-0.159213	0.873501	0.897911
OBSCN	891.584	0.883482	0.0937172	9.42706	4.21736e-21	2.17897e-20
OBSL1	1589.01	-0.403953	0.0731831	-5.51974	3.39505e-08	9.67665e-08
OC90	2.06127	0.43688	1.33521	0.327431	0.743342	0.78946
OCA2	32.2531	-1.74901	0.459074	-3.79922	0.000145155	0.000306521
OCEL1	96.2011	0.123633	0.247622	0.499286	0.617578	0.679375
OCIAD1	372.497	1.1506	0.135148	8.51335	1.68983e-17	7.66541e-17
OCIAD2	62.181	0.686823	0.306691	2.23941	0.0251292	0.0395224
OCLM	2.43759	-0.044689	1.26417	-0.035338	0.97181	0.977493
OCLN	12.2739	-1.20574	0.695156	-1.72888	0.0838303	0.119313
OCM	1.93395	1.4369	1.3732	1.03368	0.301286	NA
OCRL	304.422	0.442114	0.142956	3.09267	0.00198367	0.00369053
ODAM	2.26445	-1.148	1.32216	-0.856355	0.391801	0.463667
ODC1	637.828	-2.60103	0.123293	-21.088	1.02454e-98	2.06865e-97
ODF2	310.941	-1.21282	0.148718	-8.15413	3.51696e-16	1.50729e-15
ODF2L	38.823	0.521009	0.383013	1.36029	0.173737	0.229099
ODF3	1.3109	0.797385	1.48044	0.536937	0.591311	NA
ODF3B	29.6483	0.508607	0.44177	1.1513	0.24961	0.314789
ODF3L1	3.41658	-0.249627	1.16178	-0.21481	0.829915	0.862455
ODF3L2	4.37154	0.633076	1.02491	0.617535	0.536882	0.606186
ODZ1	234.312	3.17957	0.197511	16.0782	3.62521e-58	4.32119e-57
ODZ2	178.488	2.97167	0.219402	13.5271	1.08162e-41	9.46068e-41
ODZ3	273.012	0.34174	0.159309	2.14515	0.0319412	0.0494389
ODZ4	166.074	1.92172	0.209434	9.17275	4.61087e-20	2.30491e-19
OFD1	92.9816	-1.29149	0.268295	-4.8113	1.49953e-06	3.78627e-06
OGDH	1313.65	0.323532	0.0763956	4.23496	2.28592e-05	5.18603e-05
OGDHL	580.315	3.69188	0.143	25.7953	1.00091e-146	3.32612e-145
OGFOD1	185.338	-0.737468	0.186733	-3.94897	7.84868e-05	0.0001701
OGFOD2	133.444	-0.252011	0.217617	-1.15802	0.246854	0.311807
OGFR	665.439	-0.233651	0.104674	-2.23217	0.0256035	0.0401967
OGFRL1	96.7909	1.77957	0.262492	6.77643	1.23184e-11	4.31243e-11
OGG1	139.076	-0.196488	0.211146	-0.930559	0.352082	0.423241
OGN	11.0032	0.908129	0.720021	1.26069	0.207422	0.268236
OGT	1087.98	-0.545201	0.0853635	-6.38676	1.69435e-10	5.5641e-10
OIP5	43.8106	-5.21249	0.762042	-6.24366	4.27457e-10	1.37492e-09
OIT3	1.53952	0.410554	1.42687	0.28792	0.773408	NA
OLA1	226.116	0.0332576	0.16657	0.199662	0.841745	0.872166
OLAH	1.53219	0.418339	1.42778	0.293085	0.769457	NA
OLFM1	2052.09	5.05631	0.104664	48.2642	0	0
OLFM2	502.314	3.63813	0.148322	24.5052	1.30091e-132	3.72969e-131
OLFM3	91.6993	6.78117	0.721297	8.3351	7.74322e-17	3.40764e-16
OLFM4	2.53861	1.88195	1.29676	1.42022	0.155542	0.208062
OLFML1	6.88773	1.733	0.917936	1.87699	0.0605194	0.0889341
OLFML2A	88.0479	-1.42087	0.277664	-5.11395	3.15496e-07	8.39505e-07
OLFML2B	32.1238	0.655205	0.425669	1.53919	0.123757	0.16959
OLFML3	122.747	-2.13295	0.252233	-8.44609	3.01234e-17	1.34971e-16
OLIG1	639.733	5.33452	0.192784	27.5569	3.65872e-167	1.45569e-165
OLIG2	264.133	5.336	0.292142	18.0782	4.72865e-73	7.03722e-72
OLIG3	1.42356	-0.320149	1.45673	-0.219263	0.826445	NA
OLR1	22.9349	-0.153439	0.538481	-0.28492	0.775705	0.817056
OMA1	31.1491	-1.13345	0.447406	-2.53049	0.0113904	0.0190739
OMD	5.84063	2.00315	0.98114	2.01898	0.0434892	0.065675
OMG	163.084	6.80455	0.555983	11.4589	2.12206e-30	1.42549e-29
OMP	1.92691	-0.150894	1.34504	-0.112077	0.910762	NA
ONECUT1	16.7875	-2.65569	0.695399	-3.75581	0.000172783	0.000362162
ONECUT2	67.7593	-1.86345	0.33406	-5.56963	2.55276e-08	7.32474e-08
ONECUT3	1.64082	1.15666	1.42602	0.805421	0.420577	NA
OOEP	1.64844	-0.582513	1.42213	-0.407715	0.683483	NA
OPA1	316.297	0.325871	0.144248	2.25911	0.0238767	0.0377119
OPA3	186.965	0.00682187	0.183047	0.0372685	0.970271	0.976672
OPALIN	299.853	8.13628	0.625847	11.5953	4.35134e-31	2.97076e-30
OPCML	473.889	7.96865	0.479042	15.6614	2.77797e-55	3.12852e-54
OPHN1	121.71	0.50241	0.248826	2.01912	0.0434746	0.0656629
OPLAH	204.108	-0.252082	0.174701	-1.44291	0.149045	0.200533
OPN1SW	11.1987	-1.17592	0.719138	-1.62979	0.103146	0.143715
OPN3	102.824	-0.637925	0.248512	-2.56666	0.0102683	0.0173337
OPN4	8.74421	2.40987	0.85308	2.7875	0.00531165	0.00935913
OPN5	1.80692	0.732735	1.3786	0.530434	0.595811	NA
OPRD1	10.9398	2.15147	0.755849	2.82573	0.00471732	0.00836823
OPRK1	21.67	3.83529	0.704338	5.2903	1.22118e-07	3.35423e-07
OPRL1	178.472	2.73525	0.212059	12.8862	5.38608e-38	4.3291e-37
OPRM1	10.0508	4.02747	0.994425	3.72368	0.00019634	0.000409337
OPTC	2.05394	0.445306	1.32678	0.335788	0.737031	0.783801
OPTN	473.819	1.95073	0.124231	15.7006	1.49809e-55	1.69803e-54
OR10A2	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OR10AD1	1.91555	1.4266	1.37486	1.02495	0.305389	NA
OR10Q1	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OR10R2	1.42356	-0.320149	1.45673	-0.219263	0.826445	NA
OR13A1	2.15524	1.03065	1.33171	0.771064	0.440669	0.512409
OR13D1	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
OR13H1	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
OR13J1	2.83173	2.06128	1.2658	1.58667	0.112587	0.155792
OR14I1	3.3996	2.35098	1.22509	1.85646	0.0633878	0.0928203
OR1E1	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR1F1	5.89209	2.00811	0.968313	2.05102	0.0402647	0.0611516
OR1F2P	1.62243	1.15085	1.42053	0.804123	0.421326	NA
OR1J1	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
OR1N1	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR2A4	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
OR2AE1	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
OR2AG1	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
OR2AG2	1.72402	0.096126	1.38187	0.0695613	0.944543	NA
OR2AT4	1.64111	-0.581558	1.41134	-0.410042	0.681775	NA
OR2B6	3.07602	-1.6659	1.23802	-1.31267	0.189295	0.247126
OR2C1	1.85105	0.748508	1.37392	0.544249	0.58627	NA
OR2C3	1.95235	1.43629	1.38356	1.02607	0.30486	NA
OR2H2	3.78558	-0.521015	1.09277	-0.475753	0.63425	0.694493
OR2K2	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR2L13	13.0741	4.41754	0.956294	4.19359	2.74574e-05	6.19558e-05
OR2L2	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OR2L8	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR2M4	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OR2S2	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR2T33	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
OR2T4	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR2W3	7.31593	0.896899	0.831937	1.07729	0.28135	0.349219
OR3A2	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
OR4D2	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
OR4F15	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
OR4N2	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OR51B2	1.63378	-0.575843	1.41209	-0.405764	0.684916	NA
OR51B4	5.75761	-2.66859	1.09287	-2.3206	0.0203083	0.0325267
OR51B5	9.28743	-3.39904	1.007	-3.13873	0.00169684	0.00318868
OR51B6	1.43822	-0.333542	1.455	-0.228783	0.819038	NA
OR51E1	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR51E2	2.20868	1.65892	1.3374	1.21961	0.222612	0.284793
OR51I1	4.51826	-2.28734	1.14518	-1.91846	0.0550522	0.0815833
OR51I2	2.47468	-1.29688	1.30059	-0.980718	0.326732	0.398144
OR51M1	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
OR51Q1	2.53558	-0.703331	1.26712	-0.552177	0.580827	0.645124
OR51V1	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR52A5	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OR52B4	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR52B6	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OR52D1	5.59138	-2.61268	1.10799	-2.246	0.024704	0.0389065
OR52W1	1.91555	1.4266	1.37486	1.02495	0.305389	NA
OR56B4	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
OR5K2	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OR6A2	1.53219	0.418339	1.42778	0.293085	0.769457	NA
OR6B3	1.62243	1.15085	1.42053	0.804123	0.421326	NA
OR6V1	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR6W1P	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OR7A5	3.14326	2.2267	1.2391	1.74383	0.0811882	0.115909
OR7C1	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OR7D2	3.8679	1.62323	1.1102	1.44926	0.147264	0.198319
OR8G2	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
OR8S1	1.91555	1.4266	1.37486	1.02495	0.305389	NA
ORAI1	169.781	-2.16404	0.215678	-10.0246	1.18856e-23	6.65216e-23
ORAI2	482.933	0.0839576	0.119076	0.705077	0.480762	0.550689
ORAI3	175.45	-1.44847	0.205379	-7.05039	1.78421e-12	6.50983e-12
ORAOV1	100.422	-0.339467	0.246636	-1.37632	0.168724	0.223075
ORC1L	126.046	-5.70251	0.534352	-10.1759	2.54021e-24	1.45228e-23
ORC3L	91.55	-0.468823	0.260224	-1.80146	0.0716306	0.10347
ORC4L	87.2458	0.387216	0.259253	1.4936	0.135281	0.183576
ORC5L	68.7906	-0.617375	0.302949	-2.03752	0.0415979	0.063029
ORC6L	80.3412	-3.42197	0.378801	-8.96171	3.19682e-19	1.54607e-18
ORM1	31.6122	-4.11512	0.681272	-5.7883	7.1103e-09	2.11992e-08
ORM2	19.0922	-4.45002	0.925206	-4.33601	1.45089e-05	3.35495e-05
ORMDL1	97.3846	-0.0736352	0.246916	-0.298217	0.765537	0.808433
ORMDL2	87.7141	-1.89471	0.291454	-6.49284	8.42359e-11	2.819e-10
ORMDL3	526.288	-0.374141	0.114772	-3.25983	0.00111477	0.00214049
OS9	1284.16	-0.473186	0.078416	-6.03427	1.59684e-09	4.96425e-09
OSBP	401.098	-0.22526	0.129868	-1.73452	0.0828257	0.118036
OSBP2	330.813	1.29552	0.141783	9.13686	6.42904e-20	3.19921e-19
OSBPL10	99.2138	-0.984009	0.259494	-3.79101	0.000150036	0.000316296
OSBPL11	99.6988	-0.353426	0.24566	-1.4386	0.150263	0.201939
OSBPL1A	441.656	2.52428	0.13509	18.6804	7.1436e-78	1.1374e-76
OSBPL2	475.891	1.03586	0.121648	8.515	1.66585e-17	7.55859e-17
OSBPL3	98.8672	-1.15681	0.254757	-4.53913	5.64876e-06	1.36032e-05
OSBPL5	227.792	0.256903	0.168321	1.52627	0.126942	0.173539
OSBPL6	67.4962	0.797067	0.294627	2.70521	0.00682611	0.0118468
OSBPL7	187.446	0.025126	0.179317	0.14012	0.888565	0.910037
OSBPL8	188.387	-0.181922	0.179724	-1.01222	0.311434	0.381727
OSBPL9	246.964	-1.75828	0.172845	-10.1689	2.73092e-24	1.55928e-23
OSCAR	17.8994	0.613913	0.553493	1.10912	0.26738	0.334411
OSCP1	41.8425	2.17455	0.403465	5.37911	7.48554e-08	2.0871e-07
OSGEP	132.116	0.136726	0.22203	0.615802	0.538025	0.607281
OSGEPL1	32.8144	-0.341598	0.423833	-0.805845	0.420332	0.493029
OSGIN1	140.454	-1.89641	0.229337	-8.26261	1.42524e-16	6.20834e-16
OSGIN2	97.3504	0.160451	0.260391	0.616195	0.537766	0.607067
OSM	3.24485	1.31706	1.16096	1.12803	0.259305	0.325603
OSMR	342.143	-2.46751	0.162167	-15.2061	3.22042e-52	3.4329e-51
OSR1	16.7699	-1.2625	0.602663	-2.0894	0.036672	0.0560983
OSR2	19.5933	-4.49767	0.912596	-4.42973	9.4349e-06	2.22357e-05
OST4	251.459	-1.15881	0.16439	-7.04814	1.8133e-12	6.61185e-12
OSTBETA	4.15801	0.0334206	1.04867	0.0318671	0.974578	0.979756
OSTC	92.5101	-2.48237	0.304424	-8.13448	4.13724e-16	1.76451e-15
OSTCL	4.58608	-0.92918	1.0408	-0.888231	0.374416	0.446359
OSTF1	131.208	0.420204	0.217712	1.9301	0.0535944	0.0796314
OSTM1	184.303	-1.2071	0.190143	-6.34701	2.19541e-10	7.16397e-10
OSTalpha	15.7253	-2.55402	0.705887	-3.5614	0.00036889	0.000748097
OTOA	2.53861	1.88195	1.29676	1.42022	0.155542	0.208062
OTOF	19.0321	4.17485	0.781753	5.08716	3.63457e-07	9.63035e-07
OTOL1	1.62243	1.15085	1.42053	0.804123	0.421326	NA
OTOP1	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
OTOP2	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
OTOS	8.84149	3.83518	1.01533	3.49461	0.000474764	0.000951045
OTP	1.85105	0.748508	1.37392	0.544249	0.58627	NA
OTUB1	1124.75	1.0359	0.0836246	12.3874	3.05922e-35	2.29782e-34
OTUB2	21.7468	-0.0133745	0.510424	-0.026202	0.979096	0.982793
OTUD1	90.3595	1.02218	0.258141	3.95941	7.51353e-05	0.000163139
OTUD3	160.408	0.599955	0.200734	2.98879	0.00280085	0.00510691
OTUD4	111.056	-0.229418	0.233962	-0.980553	0.326813	0.398144
OTUD5	857.914	0.578552	0.0988893	5.8505	4.9009e-09	1.4798e-08
OTUD6B	52.2397	-0.306924	0.337117	-0.910369	0.362628	0.434016
OTUD7A	115.535	5.94517	0.513636	11.0918	1.37497e-28	8.75686e-28
OTUD7B	298.555	1.04274	0.145925	7.14551	8.96607e-13	3.32738e-12
OTX1	24.6444	-1.77455	0.523569	-3.37649	0.000734172	0.00143731
OTX2	38.9193	-0.930074	0.394946	-2.35347	0.0185992	0.0299919
OTX2OS1	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
OVCA2	21.2946	0.139989	0.508534	0.27529	0.783093	0.823158
OVCH1	1.3293	0.81223	1.47801	0.548102	0.583622	NA
OVCH2	1.3109	0.797385	1.48044	0.536937	0.591311	NA
OVGP1	26.2815	1.54251	0.499989	3.0817	0.00205825	0.00381958
OVOL1	12.0733	-2.09383	0.759361	-2.72573	0.006416	0.0111848
OVOL2	5.89669	0.0535905	0.905077	0.0592115	0.952784	0.962327
OXA1L	523.886	-1.53057	0.122602	-12.4825	9.30471e-36	7.05838e-35
OXCT1	304.916	1.1642	0.145249	8.0149	1.10227e-15	4.6258e-15
OXCT2	3.96949	0.998216	1.06836	0.932542	0.351056	0.422356
OXER1	18.4381	-0.713721	0.564968	-1.26223	0.206867	0.267656
OXGR1	3.33509	1.79012	1.18152	1.49425	0.13511	0.183373
OXNAD1	60.7342	-0.568183	0.31516	-1.80252	0.0714635	0.103278
OXR1	298.472	2.00881	0.153985	13.0427	6.99201e-39	5.75701e-38
OXSM	43.2172	-1.35061	0.386978	-3.48603	0.000490241	0.000979366
OXSR1	332.518	-1.20941	0.145432	-8.315	9.17492e-17	4.02156e-16
OXT	3.62822	1.93162	1.15866	1.64045	0.100912	0.14086
OXTR	35.7931	-0.606165	0.411073	-1.47409	0.140456	0.18988
P2RX1	6.10389	-1.15098	0.948325	-1.20664	0.22757	0.290438
P2RX2	12.675	-2.69479	0.793081	-3.31995	0.000900338	0.00174636
P2RX3	1.83265	0.740827	1.36726	0.54109	0.588446	NA
P2RX4	146.556	0.701685	0.202927	3.45778	0.00054465	0.00108215
P2RX5	97.8654	-0.305444	0.248476	-1.22922	0.218991	0.280796
P2RX6	96.2679	1.50274	0.266432	5.6387	1.71342e-08	4.97167e-08
P2RX6P	1.3293	0.81223	1.47801	0.548102	0.583622	NA
P2RY1	21.1107	-0.16016	0.51362	-0.311798	0.755194	0.799718
P2RY10	3.27891	-1.77006	1.22314	-1.40835	0.159027	0.21169
P2RY11	77.2723	-0.24463	0.275603	-0.88758	0.374767	0.446746
P2RY12	9.51973	3.94187	1.00452	3.61852	0.000296296	0.000606418
P2RY13	6.44127	3.35439	1.07236	2.9383	0.00330013	0.00596765
P2RY14	5.11226	2.49276	1.07267	2.26422	0.0235609	0.0372767
P2RY2	16.3221	-0.0995095	0.583155	-0.17063	0.864514	0.89036
P2RY4	2.34736	-0.553253	1.28002	-0.430626	0.66674	0.722494
P2RY6	21.9677	-0.913116	0.518724	-1.75842	0.0786766	0.112654
P4HA1	251.219	-3.20029	0.210123	-15.2002	3.52275e-52	3.7529e-51
P4HA2	335.854	-2.64297	0.168229	-15.6981	1.55839e-55	1.76523e-54
P4HA3	3.78198	-0.504016	1.09239	-0.460485	0.645168	0.703659
P4HB	3915.19	-2.45757	0.0598383	-41.0682	0	0
P4HTM	674.758	2.34378	0.109341	21.4323	6.67852e-102	1.40002e-100
PA2G4	538.177	-1.56927	0.12097	-12.9707	1.79394e-38	1.46334e-37
PA2G4P4	42.7163	-1.74866	0.4035	-4.32457	1.52831e-05	3.52514e-05
PAAF1	161.819	0.597141	0.204243	2.92367	0.00345933	0.00624074
PABPC1	2850.22	-2.76997	0.0688069	-40.2533	0	0
PABPC1L	142.877	-3.79636	0.310241	-12.1564	5.30693e-34	3.89278e-33
PABPC1L2A	11.6084	4.24075	0.972567	3.98113	6.85883e-05	0.000149478
PABPC1L2B	17.2699	4.82395	0.923287	4.68203	2.84052e-06	7.01081e-06
PABPC1P2	17.8855	-3.54128	0.786338	-4.31791	1.57512e-05	3.62977e-05
PABPC3	331.209	-3.24255	0.185415	-17.4606	2.8606e-68	3.94902e-67
PABPC4	889.814	-2.07153	0.100714	-20.5655	5.596e-94	1.06842e-92
PABPC4L	5.31805	-0.868654	0.973325	-0.889033	0.373985	0.445906
PABPC5	7.84113	1.38166	0.843037	1.63452	0.102149	0.142405
PABPN1	928.019	-0.260679	0.0878959	-2.96576	0.00301937	0.00548482
PABPN1L	3.78529	0.311676	1.08004	0.288686	0.772822	0.814313
PACRG	15.1461	4.18449	0.86077	4.56368	5.02643e-06	1.21429e-05
PACRGL	36.3602	0.188307	0.401312	0.469246	0.638894	0.698488
PACS1	821.586	0.500121	0.0920994	5.43023	5.62814e-08	1.58281e-07
PACS2	1326.21	2.19645	0.082577	26.5972	7.3186e-156	2.65863e-154
PACSIN1	2573.25	6.55605	0.139191	46.9572	0	0
PACSIN2	656.147	-0.188183	0.107358	-1.75286	0.0796267	0.113856
PACSIN3	295.574	-0.994422	0.150702	-6.59797	4.16832e-11	1.42125e-10
PADI1	5.22048	-1.16858	0.988933	-1.17356	0.240572	0.304991
PADI2	716.445	6.74669	0.269549	24.6941	1.23812e-134	3.62672e-133
PADI3	3.27891	-1.77006	1.22314	-1.40835	0.159027	0.21169
PADI4	3.68341	1.94285	1.16439	1.64223	0.100542	0.140401
PAEP	7.42474	-3.06031	1.04409	-2.75364	0.0058936	0.0103192
PAF1	464.681	0.530072	0.119296	4.44333	8.8577e-06	2.09316e-05
PAFAH1B1	1353.32	1.66944	0.0789021	21.1578	2.33801e-99	4.76453e-98
PAFAH1B2	543.919	0.769933	0.117674	6.54288	6.03451e-11	2.03736e-10
PAFAH1B3	234.179	-0.211632	0.166505	-1.27101	0.203725	0.263942
PAFAH2	50.1605	-0.962399	0.349725	-2.75044	0.00595147	0.0104164
PAG1	170.953	2.46668	0.211366	11.6619	1.99457e-31	1.37512e-30
PAGE1	6.59117	-2.87822	1.06567	-2.55106	0.0107396	0.0180807
PAGE2	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
PAGE4	1.51379	0.404298	1.43013	0.282614	0.777473	NA
PAGE5	2.44535	-1.27509	1.31286	-0.955702	0.339223	0.410483
PAH	44.0277	-2.60077	0.440203	-5.87328	4.27262e-09	1.29455e-08
PAICS	588.871	-2.39496	0.12453	-19.2255	2.26498e-82	3.7777e-81
PAIP1	109.728	-0.593045	0.239283	-2.47817	0.0132058	0.0218472
PAIP2	495.794	0.832327	0.119586	6.96	3.40281e-12	1.22599e-11
PAIP2B	307.29	3.56508	0.187852	18.951	4.33565e-80	7.05035e-79
PAK1	838.85	2.10581	0.0988357	21.3044	1.03372e-100	2.14393e-99
PAK1IP1	68.5598	-1.80722	0.321384	-5.61519	1.96343e-08	5.67363e-08
PAK2	309.552	-0.933692	0.147033	-6.34974	2.15678e-10	7.04314e-10
PAK3	25.2527	3.22679	0.579657	5.49732	3.85604e-08	1.09479e-07
PAK4	466.325	-1.00219	0.125286	-7.99875	1.25689e-15	5.25705e-15
PAK6	240.252	4.77909	0.269212	17.6365	1.2918e-69	1.81472e-68
PAK7	111.248	7.44936	0.798716	7.75248	9.01145e-15	3.64656e-14
PALB2	84.5863	-1.59808	0.289773	-5.51021	3.58404e-08	1.01988e-07
PALLD	258.822	-0.160025	0.155955	-1.02609	0.304847	0.374385
PALM	1478.33	3.71656	0.0930932	39.9095	0	0
PALM2	72.5834	3.54207	0.368963	9.54152	1.40749e-21	7.37848e-21
PALM2-AKAP2	1.82532	0.748359	1.36808	0.546059	0.585025	NA
PALM3	53.3808	-0.218634	0.347692	-0.628782	0.529492	0.598921
PALMD	26.651	-0.733381	0.469516	-1.56104	0.118514	0.16312
PAM	501.98	0.100873	0.117632	0.857527	0.391153	0.463666
PAMR1	63.2379	3.9313	0.422143	9.21299	3.17165e-20	1.59227e-19
PAN2	413.924	-0.256168	0.134616	-1.90294	0.0570489	0.0842576
PAN3	122.165	-0.206927	0.224091	-0.923389	0.355805	0.42681
PANK1	86.9051	0.220153	0.265546	0.829068	0.407066	0.47929
PANK2	122.498	-0.133721	0.224015	-0.596924	0.550558	0.618444
PANK3	105.316	-0.133377	0.240197	-0.555274	0.578707	0.643322
PANK4	246.058	0.637423	0.161861	3.93807	8.21394e-05	0.000177492
PANX1	109.919	-0.591115	0.23593	-2.50521	0.0122378	0.0203916
PANX2	695.698	3.15658	0.119551	26.3931	1.64408e-153	5.88717e-152
PANX3	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
PAOX	51.1655	1.59668	0.350216	4.55621	5.20848e-06	1.25637e-05
PAPD4	108.445	-0.743569	0.251614	-2.95476	0.00312914	0.00567189
PAPD5	104.172	0.392699	0.23744	1.6539	0.0981477	0.137449
PAPD7	389.94	-0.451101	0.131214	-3.43785	0.000586356	0.00116107
PAPL	47.7194	4.21268	0.514162	8.03723	9.18935e-16	3.86565e-15
PAPLN	66.1694	0.69665	0.2992	2.32831	0.0198959	0.0319244
